"[Município]","Cód. IBGE","UF","Região","Fabricante","Total de doses aplicadas","1ª Dose D1","2ª Dose D2","Dose Adicional DA","Dose Reforço DR","Dose Única DU"
"Rio Do Oeste","00000000421460","SC","Sul","JANSSEN","337","0","0","3","135","199"
"Rio Do Oeste","00000000421460","SC","Sul","PFIZER/BIONTECH","4,928","1,791","1,439","8","1,690","0"
"Rio Do Pires","00000000292690","BA","Nordeste","BUTANTAN/SINOVAC","4,304","2,235","2,069","0","0","0"
"Rio Do Pires","00000000292690","BA","Nordeste","FIOCRUZ/ASTRAZENECA","6,477","3,304","3,170","0","3","0"
"Rio Do Pires","00000000292690","BA","Nordeste","JANSSEN","143","0","0","0","0","143"
"Rio Do Pires","00000000292690","BA","Nordeste","PFIZER/BIONTECH","8,055","2,549","1,945","4","3,557","0"
"Rio Do Prado","00000000315510","MG","Sudeste","BUTANTAN/SINOVAC","2,087","1,096","985","0","6","0"
"Rio Do Prado","00000000315510","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,998","1,562","1,433","0","3","0"
"Rio Do Prado","00000000315510","MG","Sudeste","JANSSEN","94","0","0","0","34","60"
"Rio Do Prado","00000000315510","MG","Sudeste","PFIZER/BIONTECH","3,718","1,251","1,026","14","1,427","0"
"Rio Do Sul","00000000421480","SC","Sul","BUTANTAN/SINOVAC","24,982","13,103","11,869","2","8","0"
"Rio Do Sul","00000000421480","SC","Sul","FIOCRUZ/ASTRAZENECA","43,165","22,213","20,938","5","9","0"
"Rio Do Sul","00000000421480","SC","Sul","JANSSEN","3,381","0","0","134","929","2,318"
"Rio Do Sul","00000000421480","SC","Sul","PFIZER/BIONTECH","49,953","19,529","15,597","6,021","8,806","0"
"Rio Doce","00000000315500","MG","Sudeste","BUTANTAN/SINOVAC","932","515","416","0","1","0"
"Rio Doce","00000000315500","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,914","2,003","1,910","0","1","0"
"Rio Doce","00000000315500","MG","Sudeste","PFIZER/BIONTECH","1,232","295","201","1","735","0"
"Rio Dos Bois","00000000171870","TO","Norte","BUTANTAN/SINOVAC","1,346","691","655","0","0","0"
"Rio Dos Bois","00000000171870","TO","Norte","FIOCRUZ/ASTRAZENECA","1,552","792","759","0","1","0"
"Rio Dos Bois","00000000171870","TO","Norte","JANSSEN","59","0","0","0","9","50"
"Rio Dos Bois","00000000171870","TO","Norte","PFIZER/BIONTECH","1,372","522","383","4","463","0"
"Rio Dos Cedros","00000000421470","SC","Sul","BUTANTAN/SINOVAC","5,434","2,821","2,612","0","1","0"
"Rio Dos Cedros","00000000421470","SC","Sul","FIOCRUZ/ASTRAZENECA","6,292","3,214","3,078","0","0","0"
"Rio Dos Cedros","00000000421470","SC","Sul","JANSSEN","452","0","0","0","0","452"
"Rio Dos Cedros","00000000421470","SC","Sul","PFIZER/BIONTECH","5,950","2,442","2,174","8","1,326","0"
"Rio Dos Índios","00000000431555","RS","Sul","BUTANTAN/SINOVAC","1,313","654","659","0","0","0"
"Rio Dos Índios","00000000431555","RS","Sul","FIOCRUZ/ASTRAZENECA","1,731","878","849","0","4","0"
"Rio Dos Índios","00000000431555","RS","Sul","JANSSEN","117","0","0","0","52","65"
"Rio Dos Índios","00000000431555","RS","Sul","PFIZER/BIONTECH","2,382","758","691","0","933","0"
"Rio Espera","00000000315520","MG","Sudeste","BUTANTAN/SINOVAC","2,212","1,245","967","0","0","0"
"Rio Espera","00000000315520","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,998","2,169","1,829","0","0","0"
"Rio Espera","00000000315520","MG","Sudeste","JANSSEN","66","0","0","0","0","66"
"Rio Espera","00000000315520","MG","Sudeste","PFIZER/BIONTECH","4,896","1,442","1,080","279","2,095","0"
"Rio Formoso","00000000261190","PE","Nordeste","BUTANTAN/SINOVAC","3,743","2,035","1,708","0","0","0"
"Rio Formoso","00000000261190","PE","Nordeste","FIOCRUZ/ASTRAZENECA","20,379","10,740","9,017","5","617","0"
"Rio Formoso","00000000261190","PE","Nordeste","JANSSEN","246","0","0","0","86","160"
"Rio Formoso","00000000261190","PE","Nordeste","PFIZER/BIONTECH","11,566","5,178","3,563","20","2,805","0"
"Rio Fortuna","00000000421490","SC","Sul","BUTANTAN/SINOVAC","1,974","1,034","940","0","0","0"
"Rio Fortuna","00000000421490","SC","Sul","FIOCRUZ/ASTRAZENECA","2,818","1,428","1,390","0","0","0"
"Rio Fortuna","00000000421490","SC","Sul","JANSSEN","267","0","0","0","103","164"
"Rio Fortuna","00000000421490","SC","Sul","PFIZER/BIONTECH","3,899","1,806","1,412","14","667","0"
"Rio Grande","00000000431560","RS","Sul","BUTANTAN/SINOVAC","71,291","36,769","34,521","0","1","0"
"Rio Grande","00000000431560","RS","Sul","FIOCRUZ/ASTRAZENECA","150,641","77,268","73,368","0","5","0"
"Rio Grande","00000000431560","RS","Sul","JANSSEN","6,100","0","0","0","1","6,099"
"Rio Grande","00000000431560","RS","Sul","PFIZER/BIONTECH","71,863","41,948","23,119","516","6,280","0"
"Rio Grande Da Serra","00000000354410","SP","Sudeste","BUTANTAN/SINOVAC","13,035","5,737","4,991","95","2,212","0"
"Rio Grande Da Serra","00000000354410","SP","Sudeste","FIOCRUZ/ASTRAZENECA","27,478","17,534","9,799","3","142","0"
"Rio Grande Da Serra","00000000354410","SP","Sudeste","JANSSEN","1,433","0","0","0","25","1,408"
"Rio Grande Da Serra","00000000354410","SP","Sudeste","PFIZER/BIONTECH","19,820","10,354","6,666","60","2,740","0"
"Rio Grande Do Piauí","00000000220900","PI","Nordeste","BUTANTAN/SINOVAC","2,824","1,548","1,276","0","0","0"
"Rio Grande Do Piauí","00000000220900","PI","Nordeste","FIOCRUZ/ASTRAZENECA","3,502","1,829","1,626","0","47","0"
"Rio Grande Do Piauí","00000000220900","PI","Nordeste","JANSSEN","150","0","0","0","70","80"
"Rio Grande Do Piauí","00000000220900","PI","Nordeste","PFIZER/BIONTECH","5,054","1,920","1,547","0","1,587","0"
"Rio Largo","00000000270770","AL","Nordeste","BUTANTAN/SINOVAC","18,636","11,113","7,510","0","13","0"
"Rio Largo","00000000270770","AL","Nordeste","FIOCRUZ/ASTRAZENECA","50,208","26,461","22,933","1","813","0"
"Rio Largo","00000000270770","AL","Nordeste","JANSSEN","767","0","0","1","160","606"
"Rio Largo","00000000270770","AL","Nordeste","PFIZER/BIONTECH","63,359","31,490","21,492","21","10,356","0"
"Rio Manso","00000000315530","MG","Sudeste","BUTANTAN/SINOVAC","2,505","1,331","1,173","0","1","0"
"Rio Manso","00000000315530","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,455","1,760","1,695","0","0","0"
"Rio Manso","00000000315530","MG","Sudeste","JANSSEN","198","0","0","0","80","118"
"Rio Manso","00000000315530","MG","Sudeste","PFIZER/BIONTECH","4,816","1,656","1,349","16","1,795","0"
"Rio Maria","00000000150616","PA","Norte","BUTANTAN/SINOVAC","4,718","2,509","2,202","1","6","0"
"Rio Maria","00000000150616","PA","Norte","FIOCRUZ/ASTRAZENECA","11,375","5,763","4,843","172","597","0"
"Rio Maria","00000000150616","PA","Norte","JANSSEN","503","0","0","17","50","436"
"Rio Maria","00000000150616","PA","Norte","PFIZER/BIONTECH","5,979","2,942","2,028","9","1,000","0"
"Rio Negrinho","00000000421500","SC","Sul","BUTANTAN/SINOVAC","13,614","7,152","6,462","0","0","0"
"Rio Negrinho","00000000421500","SC","Sul","FIOCRUZ/ASTRAZENECA","24,935","12,667","12,264","0","4","0"
"Rio Negrinho","00000000421500","SC","Sul","JANSSEN","1,722","0","0","0","310","1,412"
"Rio Negrinho","00000000421500","SC","Sul","PFIZER/BIONTECH","27,750","11,949","8,339","2","7,460","0"
"Rio Negro","00000000412230","PR","Sul","BUTANTAN/SINOVAC","10,609","5,804","4,805","0","0","0"
"Rio Negro","00000000412230","PR","Sul","FIOCRUZ/ASTRAZENECA","19,636","10,088","9,546","0","2","0"
"Rio Negro","00000000412230","PR","Sul","JANSSEN","1,727","0","0","0","644","1,083"
"Rio Negro","00000000412230","PR","Sul","PFIZER/BIONTECH","20,620","8,973","6,916","148","4,583","0"
"Rio Negro","00000000500730","MS","Centro-Oeste","BUTANTAN/SINOVAC","2,128","1,090","1,038","0","0","0"
"Rio Negro","00000000500730","MS","Centro-Oeste","FIOCRUZ/ASTRAZENECA","2,970","1,626","1,344","0","0","0"
"Rio Negro","00000000500730","MS","Centro-Oeste","JANSSEN","229","0","0","0","36","193"
"Rio Negro","00000000500730","MS","Centro-Oeste","PFIZER/BIONTECH","3,866","1,491","1,384","104","887","0"
"Rio Novo","00000000315540","MG","Sudeste","BUTANTAN/SINOVAC","3,292","1,749","1,543","0","0","0"
"Rio Novo","00000000315540","MG","Sudeste","FIOCRUZ/ASTRAZENECA","5,571","2,715","2,783","0","73","0"
"Rio Novo","00000000315540","MG","Sudeste","JANSSEN","314","0","0","0","137","177"
"Rio Novo","00000000315540","MG","Sudeste","PFIZER/BIONTECH","7,297","2,547","2,090","14","2,646","0"
"Rio Novo Do Sul","00000000320440","ES","Sudeste","BUTANTAN/SINOVAC","5,224","2,784","2,438","1","1","0"
"Rio Novo Do Sul","00000000320440","ES","Sudeste","FIOCRUZ/ASTRAZENECA","6,203","3,141","2,945","1","116","0"
"Rio Novo Do Sul","00000000320440","ES","Sudeste","JANSSEN","788","0","0","0","368","420"
"Rio Novo Do Sul","00000000320440","ES","Sudeste","PFIZER/BIONTECH","9,559","3,500","2,839","35","3,185","0"
"Rio Paranaíba","00000000315550","MG","Sudeste","BUTANTAN/SINOVAC","8,317","4,479","3,838","0","0","0"
"Rio Paranaíba","00000000315550","MG","Sudeste","FIOCRUZ/ASTRAZENECA","7,617","3,862","3,753","0","2","0"
"Rio Paranaíba","00000000315550","MG","Sudeste","JANSSEN","573","0","0","2","265","306"
"Rio Paranaíba","00000000315550","MG","Sudeste","PFIZER/BIONTECH","12,458","4,347","3,680","148","4,283","0"
"Rio Pardo","00000000431570","RS","Sul","BUTANTAN/SINOVAC","14,760","7,704","7,045","0","11","0"
"Rio Pardo","00000000431570","RS","Sul","FIOCRUZ/ASTRAZENECA","24,780","12,558","12,114","0","108","0"
"Rio Pardo","00000000431570","RS","Sul","JANSSEN","1,439","0","0","0","569","870"
"Rio Pardo","00000000431570","RS","Sul","PFIZER/BIONTECH","30,775","9,563","7,992","569","12,651","0"
"Rio Pardo De Minas","00000000315560","MG","Sudeste","BUTANTAN/SINOVAC","8,207","4,230","3,975","0","2","0"
"Rio Pardo De Minas","00000000315560","MG","Sudeste","FIOCRUZ/ASTRAZENECA","15,537","8,551","6,965","4","17","0"
"Rio Pardo De Minas","00000000315560","MG","Sudeste","JANSSEN","625","0","0","0","199","426"
"Rio Pardo De Minas","00000000315560","MG","Sudeste","PFIZER/BIONTECH","16,552","7,992","5,261","59","3,240","0"
"Rio Piracicaba","00000000315570","MG","Sudeste","BUTANTAN/SINOVAC","5,430","2,785","2,645","0","0","0"
"Rio Piracicaba","00000000315570","MG","Sudeste","FIOCRUZ/ASTRAZENECA","12,306","6,350","5,952","0","4","0"
"Rio Piracicaba","00000000315570","MG","Sudeste","JANSSEN","460","0","0","0","170","290"
"Rio Piracicaba","00000000315570","MG","Sudeste","PFIZER/BIONTECH","10,295","3,559","3,074","18","3,644","0"
"Rio Pomba","00000000315580","MG","Sudeste","BUTANTAN/SINOVAC","5,421","3,205","2,211","5","0","0"
"Rio Pomba","00000000315580","MG","Sudeste","FIOCRUZ/ASTRAZENECA","11,475","6,205","5,176","94","0","0"
"Rio Pomba","00000000315580","MG","Sudeste","JANSSEN","754","0","0","213","15","526"
"Rio Pomba","00000000315580","MG","Sudeste","PFIZER/BIONTECH","10,033","3,973","2,579","3,267","214","0"
"Rio Preto","00000000315590","MG","Sudeste","BUTANTAN/SINOVAC","1,911","1,002","909","0","0","0"
"Rio Preto","00000000315590","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,904","2,009","1,864","0","31","0"
"Rio Preto","00000000315590","MG","Sudeste","JANSSEN","188","0","0","0","82","106"
"Rio Preto","00000000315590","MG","Sudeste","PFIZER/BIONTECH","4,130","1,373","1,119","15","1,623","0"
"Rio Preto Da Eva","00000000130356","AM","Norte","BUTANTAN/SINOVAC","5,069","2,775","2,294","0","0","0"
"Rio Preto Da Eva","00000000130356","AM","Norte","FIOCRUZ/ASTRAZENECA","20,868","11,586","8,544","1","737","0"
"Rio Preto Da Eva","00000000130356","AM","Norte","JANSSEN","267","0","0","0","46","221"
"Rio Preto Da Eva","00000000130356","AM","Norte","PFIZER/BIONTECH","5,840","2,524","1,393","0","1,923","0"
"Rio Quente","00000000521878","GO","Centro-Oeste","BUTANTAN/SINOVAC","1,601","861","721","0","19","0"
"Rio Quente","00000000521878","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","2,665","1,339","1,314","0","12","0"
"Rio Quente","00000000521878","GO","Centro-Oeste","JANSSEN","149","0","0","1","68","80"
"Rio Quente","00000000521878","GO","Centro-Oeste","PFIZER/BIONTECH","3,857","1,398","1,209","0","1,250","0"
"Rio Real","00000000292700","BA","Nordeste","BUTANTAN/SINOVAC","11,268","6,508","4,757","0","3","0"
"Rio Real","00000000292700","BA","Nordeste","FIOCRUZ/ASTRAZENECA","18,122","9,559","8,555","6","2","0"
"Rio Real","00000000292700","BA","Nordeste","JANSSEN","579","0","0","7","125","447"
"Rio Real","00000000292700","BA","Nordeste","PFIZER/BIONTECH","23,791","10,604","7,643","9","5,535","0"
"Rio Rufino","00000000421505","SC","Sul","BUTANTAN/SINOVAC","1,063","556","506","0","1","0"
"Rio Rufino","00000000421505","SC","Sul","FIOCRUZ/ASTRAZENECA","1,784","898","886","0","0","0"
"Rio Rufino","00000000421505","SC","Sul","JANSSEN","136","0","0","0","52","84"
"Rio Rufino","00000000421505","SC","Sul","PFIZER/BIONTECH","2,022","660","498","17","847","0"
"Rio Sono","00000000171875","TO","Norte","BUTANTAN/SINOVAC","2,096","1,131","964","0","1","0"
"Rio Sono","00000000171875","TO","Norte","FIOCRUZ/ASTRAZENECA","3,510","1,951","1,555","0","4","0"
"Rio Sono","00000000171875","TO","Norte","JANSSEN","102","0","0","0","17","85"
"Rio Sono","00000000171875","TO","Norte","PFIZER/BIONTECH","2,641","839","551","16","1,235","0"
"Rio Tinto","00000000251290","PB","Nordeste","BUTANTAN/SINOVAC","12,717","6,625","6,091","0","1","0"
"Rio Tinto","00000000251290","PB","Nordeste","FIOCRUZ/ASTRAZENECA","13,489","6,573","6,100","0","816","0"
"Rio Tinto","00000000251290","PB","Nordeste","JANSSEN","593","0","0","3","283","307"
"Rio Tinto","00000000251290","PB","Nordeste","PFIZER/BIONTECH","13,868","5,731","3,949","72","4,116","0"
"Rio Verde","00000000521880","GO","Centro-Oeste","BUTANTAN/SINOVAC","75,693","43,031","32,613","11","38","0"
"Rio Verde","00000000521880","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","103,663","55,654","47,647","13","349","0"
"Rio Verde","00000000521880","GO","Centro-Oeste","JANSSEN","10,706","0","0","352","3,209","7,145"
"Rio Verde","00000000521880","GO","Centro-Oeste","PFIZER/BIONTECH","169,833","75,875","55,695","2,576","35,687","0"
"Rio Verde De Mato Grosso","00000000500740","MS","Centro-Oeste","BUTANTAN/SINOVAC","7,127","3,718","3,409","0","0","0"
"Rio Verde De Mato Grosso","00000000500740","MS","Centro-Oeste","FIOCRUZ/ASTRAZENECA","11,466","6,296","5,165","0","5","0"
"Rio Verde De Mato Grosso","00000000500740","MS","Centro-Oeste","JANSSEN","1,550","0","0","0","487","1,063"
"Rio Verde De Mato Grosso","00000000500740","MS","Centro-Oeste","PFIZER/BIONTECH","13,176","4,799","3,770","32","4,575","0"
"Rio Vermelho","00000000315600","MG","Sudeste","BUTANTAN/SINOVAC","4,687","2,518","2,169","0","0","0"
"Rio Vermelho","00000000315600","MG","Sudeste","FIOCRUZ/ASTRAZENECA","5,266","3,140","2,110","0","16","0"
"Rio Vermelho","00000000315600","MG","Sudeste","JANSSEN","186","0","0","0","33","153"
"Rio Vermelho","00000000315600","MG","Sudeste","PFIZER/BIONTECH","5,423","2,937","1,742","0","744","0"
"Riolândia","00000000354420","SP","Sudeste","BUTANTAN/SINOVAC","7,601","3,444","3,849","0","308","0"
"Riolândia","00000000354420","SP","Sudeste","FIOCRUZ/ASTRAZENECA","7,710","4,301","3,400","0","9","0"
"Riolândia","00000000354420","SP","Sudeste","JANSSEN","353","0","0","0","60","293"
"Riolândia","00000000354420","SP","Sudeste","PFIZER/BIONTECH","7,757","2,568","2,667","177","2,345","0"
"Riozinho","00000000431575","RS","Sul","BUTANTAN/SINOVAC","2,335","1,148","1,117","0","70","0"
"Riozinho","00000000431575","RS","Sul","FIOCRUZ/ASTRAZENECA","2,544","1,261","1,258","0","25","0"
"Riozinho","00000000431575","RS","Sul","JANSSEN","220","0","0","0","105","115"
"Riozinho","00000000431575","RS","Sul","PFIZER/BIONTECH","3,840","1,249","1,160","4","1,427","0"
"Riqueza","00000000421507","SC","Sul","BUTANTAN/SINOVAC","2,154","1,092","1,062","0","0","0"
"Riqueza","00000000421507","SC","Sul","FIOCRUZ/ASTRAZENECA","2,999","1,500","1,499","0","0","0"
"Riqueza","00000000421507","SC","Sul","JANSSEN","279","0","0","8","126","145"
"Riqueza","00000000421507","SC","Sul","PFIZER/BIONTECH","4,646","1,430","1,197","17","2,002","0"
"Ritápolis","00000000315610","MG","Sudeste","BUTANTAN/SINOVAC","1,975","1,004","971","0","0","0"
"Ritápolis","00000000315610","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,649","1,864","1,784","0","1","0"
"Ritápolis","00000000315610","MG","Sudeste","JANSSEN","154","0","0","5","65","84"
"Ritápolis","00000000315610","MG","Sudeste","PFIZER/BIONTECH","3,418","1,278","991","5","1,144","0"
"Riversul","00000000354350","SP","Sudeste","BUTANTAN/SINOVAC","3,856","1,788","1,844","3","221","0"
"Riversul","00000000354350","SP","Sudeste","FIOCRUZ/ASTRAZENECA","3,675","1,774","1,890","0","11","0"
"Riversul","00000000354350","SP","Sudeste","JANSSEN","150","0","0","0","32","118"
"Riversul","00000000354350","SP","Sudeste","PFIZER/BIONTECH","5,061","1,410","1,491","14","2,146","0"
"Roca Sales","00000000431580","RS","Sul","BUTANTAN/SINOVAC","4,741","2,485","2,256","0","0","0"
"Roca Sales","00000000431580","RS","Sul","FIOCRUZ/ASTRAZENECA","6,906","3,545","3,361","0","0","0"
"Roca Sales","00000000431580","RS","Sul","JANSSEN","298","0","0","0","0","298"
"Roca Sales","00000000431580","RS","Sul","PFIZER/BIONTECH","6,284","2,473","1,898","34","1,879","0"
"Rochedo","00000000500750","MS","Centro-Oeste","BUTANTAN/SINOVAC","1,752","891","861","0","0","0"
"Rochedo","00000000500750","MS","Centro-Oeste","FIOCRUZ/ASTRAZENECA","3,387","1,782","1,603","0","2","0"
"Rochedo","00000000500750","MS","Centro-Oeste","JANSSEN","418","0","0","9","140","269"
"Rochedo","00000000500750","MS","Centro-Oeste","PFIZER/BIONTECH","4,571","1,747","1,202","150","1,472","0"
"Rochedo De Minas","00000000315620","MG","Sudeste","BUTANTAN/SINOVAC","970","512","458","0","0","0"
"Rochedo De Minas","00000000315620","MG","Sudeste","FIOCRUZ/ASTRAZENECA","1,876","937","934","0","5","0"
"Rochedo De Minas","00000000315620","MG","Sudeste","JANSSEN","90","0","0","0","45","45"
"Rochedo De Minas","00000000315620","MG","Sudeste","PFIZER/BIONTECH","2,265","712","544","15","994","0"
"Rodeio","00000000421510","SC","Sul","BUTANTAN/SINOVAC","3,341","1,715","1,626","0","0","0"
"Rodeio","00000000421510","SC","Sul","FIOCRUZ/ASTRAZENECA","7,416","3,741","3,658","0","17","0"
"Rodeio","00000000421510","SC","Sul","JANSSEN","617","0","0","0","239","378"
"Rodeio","00000000421510","SC","Sul","PFIZER/BIONTECH","9,724","3,860","3,106","2","2,756","0"
"Rodeio Bonito","00000000431590","RS","Sul","BUTANTAN/SINOVAC","3,077","1,576","1,501","0","0","0"
"Rodeio Bonito","00000000431590","RS","Sul","FIOCRUZ/ASTRAZENECA","3,870","1,960","1,897","0","13","0"
"Rodeio Bonito","00000000431590","RS","Sul","JANSSEN","271","0","0","0","122","149"
"Rodeio Bonito","00000000431590","RS","Sul","PFIZER/BIONTECH","5,251","1,745","1,400","36","2,070","0"
"Rodeiro","00000000315630","MG","Sudeste","BUTANTAN/SINOVAC","2,969","1,654","1,314","0","1","0"
"Rodeiro","00000000315630","MG","Sudeste","FIOCRUZ/ASTRAZENECA","5,600","3,045","2,553","0","2","0"
"Rodeiro","00000000315630","MG","Sudeste","JANSSEN","382","0","0","0","108","274"
"Rodeiro","00000000315630","MG","Sudeste","PFIZER/BIONTECH","5,251","2,506","1,818","4","923","0"
"Rodelas","00000000292710","BA","Nordeste","BUTANTAN/SINOVAC","4,628","2,386","2,242","0","0","0"
"Rodelas","00000000292710","BA","Nordeste","FIOCRUZ/ASTRAZENECA","3,601","2,173","1,419","0","9","0"
"Rodelas","00000000292710","BA","Nordeste","JANSSEN","107","0","0","0","56","51"
"Rodelas","00000000292710","BA","Nordeste","PFIZER/BIONTECH","5,517","2,702","1,067","1","1,747","0"
"Rodolfo Fernandes","00000000241100","RN","Nordeste","BUTANTAN/SINOVAC","2,631","1,385","1,245","0","0","1"
"Rodolfo Fernandes","00000000241100","RN","Nordeste","FIOCRUZ/ASTRAZENECA","2,507","1,261","1,242","0","4","0"
"Rodolfo Fernandes","00000000241100","RN","Nordeste","JANSSEN","137","0","0","0","37","100"
"Rodolfo Fernandes","00000000241100","RN","Nordeste","PFIZER/BIONTECH","4,126","1,314","1,146","6","1,660","0"
"Rodrigues Alves","00000000120042","AC","Norte","BUTANTAN/SINOVAC","4,530","2,495","1,967","4","64","0"
"Rodrigues Alves","00000000120042","AC","Norte","FIOCRUZ/ASTRAZENECA","7,081","3,760","2,963","28","330","0"
"Rodrigues Alves","00000000120042","AC","Norte","JANSSEN","347","0","0","18","28","301"
"Rodrigues Alves","00000000120042","AC","Norte","PFIZER/BIONTECH","4,088","2,071","1,256","75","686","0"
"Rolador","00000000431595","RS","Sul","BUTANTAN/SINOVAC","1,162","595","567","0","0","0"
"Rolador","00000000431595","RS","Sul","FIOCRUZ/ASTRAZENECA","1,653","827","816","0","10","0"
"Rolador","00000000431595","RS","Sul","JANSSEN","106","0","0","0","53","53"
"Rolador","00000000431595","RS","Sul","PFIZER/BIONTECH","2,511","639","583","105","1,184","0"
"Rolândia","00000000412240","PR","Sul","BUTANTAN/SINOVAC","27,640","14,368","13,266","0","6","0"
"Rolândia","00000000412240","PR","Sul","FIOCRUZ/ASTRAZENECA","39,126","19,095","19,029","1","1,001","0"
"Rolândia","00000000412240","PR","Sul","JANSSEN","2,394","0","0","1","890","1,503"
"Rolândia","00000000412240","PR","Sul","PFIZER/BIONTECH","56,945","22,282","17,462","197","17,004","0"
"Rolante","00000000431600","RS","Sul","BUTANTAN/SINOVAC","10,141","5,349","4,788","0","4","0"
"Rolante","00000000431600","RS","Sul","FIOCRUZ/ASTRAZENECA","12,857","6,636","6,221","0","0","0"
"Rolante","00000000431600","RS","Sul","JANSSEN","917","0","0","0","357","560"
"Rolante","00000000431600","RS","Sul","PFIZER/BIONTECH","16,951","5,891","4,764","38","6,258","0"
"Rolim De Moura","00000000110028","RO","Norte","BUTANTAN/SINOVAC","16,592","8,811","7,780","0","1","0"
"Rolim De Moura","00000000110028","RO","Norte","FIOCRUZ/ASTRAZENECA","30,951","17,255","13,671","0","25","0"
"Rolim De Moura","00000000110028","RO","Norte","JANSSEN","1,645","0","0","0","499","1,146"
"Rolim De Moura","00000000110028","RO","Norte","PFIZER/BIONTECH","40,693","17,905","14,812","142","7,834","0"
"Romaria","00000000315640","MG","Sudeste","BUTANTAN/SINOVAC","1,630","833","797","0","0","0"
"Romaria","00000000315640","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,192","1,103","1,089","0","0","0"
"Romaria","00000000315640","MG","Sudeste","JANSSEN","146","0","0","70","1","75"
"Romaria","00000000315640","MG","Sudeste","PFIZER/BIONTECH","3,643","1,099","980","0","1,564","0"
"Romelândia","00000000421520","SC","Sul","BUTANTAN/SINOVAC","2,031","1,054","975","0","2","0"
"Romelândia","00000000421520","SC","Sul","FIOCRUZ/ASTRAZENECA","3,060","1,523","1,486","0","51","0"
"Romelândia","00000000421520","SC","Sul","JANSSEN","285","0","0","0","141","144"
"Romelândia","00000000421520","SC","Sul","PFIZER/BIONTECH","4,716","1,556","1,394","11","1,755","0"
"Roncador","00000000412250","PR","Sul","BUTANTAN/SINOVAC","4,509","2,348","2,161","0","0","0"
"Roncador","00000000412250","PR","Sul","FIOCRUZ/ASTRAZENECA","6,409","3,283","3,079","0","47","0"
"Roncador","00000000412250","PR","Sul","JANSSEN","226","0","0","2","91","133"
"Roncador","00000000412250","PR","Sul","PFIZER/BIONTECH","6,668","2,993","2,252","3","1,420","0"
"Ronda Alta","00000000431610","RS","Sul","BUTANTAN/SINOVAC","5,021","2,640","2,381","0","0","0"
"Ronda Alta","00000000431610","RS","Sul","FIOCRUZ/ASTRAZENECA","6,104","3,067","3,000","0","37","0"
"Ronda Alta","00000000431610","RS","Sul","JANSSEN","439","0","0","0","204","235"
"Ronda Alta","00000000431610","RS","Sul","PFIZER/BIONTECH","8,187","2,274","1,817","8","4,088","0"
"Rondinha","00000000431620","RS","Sul","BUTANTAN/SINOVAC","2,832","1,448","1,384","0","0","0"
"Rondinha","00000000431620","RS","Sul","FIOCRUZ/ASTRAZENECA","3,559","1,792","1,767","0","0","0"
"Rondinha","00000000431620","RS","Sul","JANSSEN","161","0","0","0","30","131"
"Rondinha","00000000431620","RS","Sul","PFIZER/BIONTECH","4,717","1,156","1,088","40","2,433","0"
"Rondolândia","00000000510757","MT","Centro-Oeste","BUTANTAN/SINOVAC","1,030","556","460","0","14","0"
"Rondolândia","00000000510757","MT","Centro-Oeste","FIOCRUZ/ASTRAZENECA","1,714","870","844","0","0","0"
"Rondolândia","00000000510757","MT","Centro-Oeste","JANSSEN","69","0","0","0","14","55"
"Rondolândia","00000000510757","MT","Centro-Oeste","PFIZER/BIONTECH","1,944","831","644","0","469","0"
"Rondon","00000000412260","PR","Sul","BUTANTAN/SINOVAC","3,458","1,775","1,683","0","0","0"
"Rondon","00000000412260","PR","Sul","FIOCRUZ/ASTRAZENECA","6,151","3,088","3,062","0","1","0"
"Rondon","00000000412260","PR","Sul","JANSSEN","541","0","0","5","223","313"
"Rondon","00000000412260","PR","Sul","PFIZER/BIONTECH","8,034","2,839","2,324","39","2,832","0"
"Rondon Do Pará","00000000150618","PA","Norte","BUTANTAN/SINOVAC","11,687","6,830","4,856","0","1","0"
"Rondon Do Pará","00000000150618","PA","Norte","FIOCRUZ/ASTRAZENECA","24,701","13,479","11,221","0","1","0"
"Rondon Do Pará","00000000150618","PA","Norte","JANSSEN","1,575","0","0","12","379","1,184"
"Rondon Do Pará","00000000150618","PA","Norte","PFIZER/BIONTECH","6,802","2,970","1,421","248","2,163","0"
"Rondonópolis","00000000510760","MT","Centro-Oeste","BUTANTAN/SINOVAC","80,574","45,241","35,305","20","8","0"
"Rondonópolis","00000000510760","MT","Centro-Oeste","FIOCRUZ/ASTRAZENECA","147,972","81,335","66,572","24","41","0"
"Rondonópolis","00000000510760","MT","Centro-Oeste","JANSSEN","10,672","0","0","2,187","377","8,108"
"Rondonópolis","00000000510760","MT","Centro-Oeste","PFIZER/BIONTECH","154,609","70,569","53,229","6,902","23,909","0"
"Roque Gonzales","00000000431630","RS","Sul","BUTANTAN/SINOVAC","2,297","1,222","1,075","0","0","0"
